Model,Release Date,Release Year,Model ID,Company_ID,Model,Release Date,Company,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),PixArea(px2),Width (mm),Length (mm),Area(mm2),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Samsung GT-i9220 Galaxy Note 32GB,1/10/2011,2012,2442,113,Samsung GT-i9220 Galaxy Note 32GB,40817,Samsung,0.499984741,0.499999488,0.699863138,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.025431034,0.60676426
Samsung GT-N7000 / GT-N7000B Galaxy Note 16GB,1/10/2011,2012,2443,113,Samsung GT-N7000 / GT-N7000B Galaxy Note 16GB,40817,Samsung,0.499984741,0.250005786,0.699863138,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.025431034,0.60676426
Samsung GT-N7000 Galaxy Note 32GB,1/10/2011,2012,2444,113,Samsung GT-N7000 Galaxy Note 32GB,40817,Samsung,0.499984741,0.499999488,0.699863138,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.025431034,0.60676426
Samsung GT-P7560 Galaxy Tab 7.0 Plus 16GB,1/10/2011,2012,2445,113,Samsung GT-P7560 Galaxy Tab 7.0 Plus 16GB,40817,Samsung,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.105826558,0.510641201,0.300696721,0.153548135,0.024759461,0.041089438,0.061422414,0.315497224
Samsung GT-P7560 Galaxy Tab 7.0 Plus 32GB,1/10/2011,2012,2446,113,Samsung GT-P7560 Galaxy Tab 7.0 Plus 32GB,40817,Samsung,0.499984741,0.499999488,0.599817517,0.381294964,0.375609756,0.281746032,0.105826558,0.510641201,0.300696721,0.153548135,0.024759461,0.041089438,0.061422414,0.315497224
Samsung GT-S5360 Galaxy Y,1/10/2011,2012,2447,113,Samsung GT-S5360 Galaxy Y,40817,Samsung,0.187475204,0.008388246,0.416233803,0.09352518,0.056910569,0.142857143,0.008130081,0.140518417,0.225409836,0.031674233,0.034637588,0.008479113,0.008081897,0.276375568
Samsung GT-S5690 Galaxy Xcover / Xtreme,1/10/2011,2012,2448,113,Samsung GT-S5690 Galaxy Xcover / Xtreme,40817,Samsung,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.019873532,0.16207367,0.297131148,0.048157136,0.037524054,0.011048541,0.016271552,0.286976275
Samsung SCH-i405 Stratosphere 4G (Samsung Aegis),1/10/2011,2012,2449,113,Samsung SCH-i405 Stratosphere 4G (Samsung Aegis),40817,Samsung,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.158253752,0.31557377,0.049940733,0.050673509,0.014924095,0.02262931,0.474255427
Samsung SGH-i777 Galaxy S II (Samsung Singa),1/10/2011,2012,2450,113,Samsung SGH-i777 Galaxy S II (Samsung Singa),40817,Samsung,0.499984741,0.249999232,0.599817517,0.18705036,0.154471545,0.380952381,0.058846303,0.162346521,0.31557377,0.051232304,0.017896087,0.006380746,0.013362069,0.439172135
Samsung SGH-T989D Galaxy S II X (Samsung Hercules),1/10/2011,2012,2451,113,Samsung SGH-T989D Galaxy S II X (Samsung Hercules),40817,Samsung,0.499984741,0.255032794,0.749885948,0.201438849,0.154471545,0.380952381,0.058846303,0.165893588,0.336065574,0.055751124,0.021167415,0.008307817,0.016163793,0.408884402
Samsung SHV-E110S Galaxy S II LTE (Samsung Celox),1/10/2011,2012,2452,113,Samsung SHV-E110S Galaxy S II LTE (Samsung Celox),40817,Samsung,0.499984741,0.250005786,0.749885948,0.201438849,0.154471545,0.380952381,0.058846303,0.17053206,0.331967213,0.056611053,0.031430404,0.011690898,0.015193966,0.412670369
Samsung YP-GS1CB / YP-GS1CW / Galaxy Player 3.6 / Galaxy S WiFi 3.6 8GB ,1/10/2011,2012,2453,113,Samsung YP-GS1CB / YP-GS1CW / Galaxy Player 3.6 / Galaxy S WiFi 3.6 8GB ,40817,Samsung,0.249977111,0.125838031,0.499771896,0.136690647,0.089430894,0.222222222,0.019873532,0.152523874,0.274180328,0.041819046,0.022771007,0.005502858,0.010581897,0.286976275
Samsung YP-GS1EB / YP-GS1EW Galaxy Player 3.6 16GB ,1/10/2011,2012,2454,113,Samsung YP-GS1EB / YP-GS1EW Galaxy Player 3.6 16GB ,40817,Samsung,0.249977111,0.249999232,0.499771896,0.136690647,0.089430894,0.222222222,0.019873532,0.152523874,0.274180328,0.041819046,0.022771007,0.005502858,0.010581897,0.286976275
Samsung GT-i9250 Galaxy Nexus 16 GB / Prime (Samsung Yakju),1/11/2011,2012,2485,113,Samsung GT-i9250 Galaxy Nexus 16 GB / Prime (Samsung Yakju),40848,Samsung,0.499984741,0.249999232,0.599817517,0.208633094,0.25203252,0.619047619,0.156020131,0.167639836,0.354508197,0.059429696,0.018216806,0.008179346,0.016163793,0.68525997
Samsung GT-P6210 Galaxy Tab 7.0 Plus WiFi 16GB,1/11/2011,2012,2486,113,Samsung GT-P6210 Galaxy Tab 7.0 Plus WiFi 16GB,40848,Samsung,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.105826558,0.510641201,0.300696721,0.153548135,0.024759461,0.041025202,0.061422414,0.315749621
Samsung SCH-i110 Illusion,1/11/2011,2012,2487,113,Samsung SCH-i110 Illusion,40848,Samsung,0.249977111,0.033556057,0.499771896,0.129496403,0.089430894,0.222222222,0.019873532,0.145975443,0.267622951,0.039066379,0.035920462,0.007729696,0.011637931,0.30338213
Samsung SCH-R680 Repp,1/11/2011,2012,2488,113,Samsung SCH-R680 Repp,40848,Samsung,0.249977111,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.019873532,0.13888131,0.25204918,0.03500492,0.039127646,0.007130163,0.009698276,0.344522968
Samsung SGH-i677 Focus Flash,1/11/2011,2012,2489,113,Samsung SGH-i677 Focus Flash,40848,Samsung,0.249977111,0.125838031,0.699863138,0.143884892,0.154471545,0.380952381,0.058846303,0.142428377,0.275,0.039167804,0.030788967,0.006466394,0.012068966,0.524230187
Samsung SGH-i727R Galaxy SII LTE (Samsung Celox),1/11/2011,2012,2490,113,Samsung SGH-i727R Galaxy SII LTE (Samsung Celox),40848,Samsung,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.058846303,0.172987722,0.335655738,0.058064321,0.021103271,0.009164294,0.015517241,0.249116608
Samsung SGH-i857 DoubleTime (Samsung Habrok),1/11/2011,2012,2491,113,Samsung SGH-i857 DoubleTime (Samsung Habrok),40848,Samsung,0.124973296,0.016777517,0.399726275,0.107913669,0.154471545,0.142857143,0.022067364,0.151432469,0.262295082,0.039719992,0.057087877,0.013061259,0.01875,0.344522968
Samsung SGH-i927 Captivate Glide (Samsung Gidim),1/11/2011,2012,2492,113,Samsung SGH-i927 Captivate Glide (Samsung Gidim),40848,Samsung,0.499984741,0.016777517,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.156889495,0.307377049,0.04822423,0.04425914,0.012654433,0.01875,0.480060575
Samsung SGH-i957 Galaxy Tab 8.9 4G LTE 64GB,1/11/2011,2012,2493,113,Samsung SGH-i957 Galaxy Tab 8.9 4G LTE 64GB,40848,Samsung,0.499984741,1,0.749885948,0.517985612,0.479674797,0.380952381,0.182733256,0.612278308,0.445901639,0.273015901,0.01603592,0.057640837,0.088362069,0.316002019
Samsung SGH-T679M Galaxy W 4G (Samsung Ancora),1/11/2011,2012,2494,113,Samsung SGH-T679M Galaxy W 4G (Samsung Ancora),40848,Samsung,0.249977111,0.062079576,0.499771896,0.143884892,0.154471545,0.380952381,0.058846303,0.145429741,0.272540984,0.039635565,0.034637588,0.007558401,0.011206897,0.524230187
Samsung GT-P6200 Galaxy Tab 7.0 Plus 16GB,1/12/2011,2012,2535,113,Samsung GT-P6200 Galaxy Tab 7.0 Plus 16GB,40878,Samsung,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.105826558,0.510641201,0.300696721,0.153548135,0.024759461,0.041089438,0.061422414,0.315749621
Samsung GT-P6800 Galaxy Tab 7.7 64GB,1/12/2011,2012,2536,113,Samsung GT-P6800 Galaxy Tab 7.7 64GB,40878,Samsung,0.499984741,1,0.699863138,0.431654676,0.479674797,0.380952381,0.182733256,0.518963165,0.344262295,0.17865945,0.011481719,0.034751515,0.059267241,0.384654215
Samsung GT-P6810 Galaxy Tab 7.7 WiFi 16GB,1/12/2011,2012,2537,113,Samsung GT-P6810 Galaxy Tab 7.7 WiFi 16GB,40878,Samsung,0.499984741,0.249999232,0.699863138,0.431654676,0.479674797,0.380952381,0.182733256,0.518963165,0.344262295,0.17865945,0.011481719,0.034751515,0.060344828,0.384654215
Samsung SCH-i515 Galaxy Nexus (Samsung Prime),1/12/2011,2012,2538,113,Samsung SCH-i515 Galaxy Nexus (Samsung Prime),40878,Samsung,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.156020131,0.167639836,0.354508197,0.059429696,0.021616421,0.009228529,0.018103448,0.68525997
Samsung SCH-R720 Vitality,1/12/2011,2012,2539,113,Samsung SCH-R720 Vitality,40878,Samsung,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.145975443,0.274590164,0.040083421,0.037844772,0.008436289,0.0125,0.30338213
Samsung SGH-i727 Galaxy S II Skyrocket,1/12/2011,2012,2540,113,Samsung SGH-i727 Galaxy S II Skyrocket,40878,Samsung,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.058846303,0.172851296,0.335245902,0.057947689,0.021103271,0.008928763,0.015732759,0.408884402
Samsung SGH-T859 Galaxy Tab 10.1 4G 16GB (Samsung Arnold),1/12/2011,2012,2541,113,Samsung SGH-T859 Galaxy Tab 10.1 4G 16GB (Samsung Arnold),40878,Samsung,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.680763984,0.512295082,0.348752041,0.01603592,0.072586343,0.108836207,0.264008077
Samsung SHV-E120K Galaxy S II HD (Samsung Dali),1/12/2011,2012,2542,113,Samsung SHV-E120K Galaxy S II HD (Samsung Dali),40878,Samsung,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.156020131,0.169986357,0.342827869,0.058276061,0.021808852,0.00912147,0.017241379,0.685007572
Samsung SHV-E120S Galaxy S II HD LTE (Samsung Dali),1/12/2011,2012,2543,113,Samsung SHV-E120S Galaxy S II HD LTE (Samsung Dali),40878,Samsung,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.156020131,0.169986357,0.342827869,0.058276061,0.021808852,0.00912147,0.017241379,0.685007572
Samsung SHV-E160L Galaxy Note LTE,1/12/2011,2012,2544,113,Samsung SHV-E160L Galaxy Note LTE,40878,Samsung,0.499984741,0.488280726,0.749885948,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.026508621,0.60676426
Samsung SHV-E160S Galaxy Note LTE,1/12/2011,2012,2545,113,Samsung SHV-E160S Galaxy Note LTE,40878,Samsung,0.499984741,0.488280726,0.749885948,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.026508621,0.60676426
Samsung GT-i9228 Galaxy Note,1/01/2012,2012,2571,113,Samsung GT-i9228 Galaxy Note,40909,Samsung,0.499984741,0.249999232,0.699863138,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.025431034,0.60676426
Samsung GT-S6102 Galaxy Y Duos,1/01/2012,2012,2572,113,Samsung GT-S6102 Galaxy Y Duos,40909,Samsung,0.187475204,0.008388246,0.416233803,0.100719424,0.056910569,0.142857143,0.008130081,0.145975443,0.249180328,0.036374209,0.037716485,0.007451341,0.010560345,0.209490156
Samsung SHV-E120L Galaxy S II HD (Samsung Dali),1/01/2012,2012,2573,113,Samsung SHV-E120L Galaxy S II HD (Samsung Dali),40909,Samsung,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.156020131,0.169986357,0.342827869,0.058276061,0.021808852,0.00912147,0.017672414,0.685007572
Samsung SHV-E160K Galaxy Note LTE,1/01/2012,2012,2574,113,Samsung SHV-E160K Galaxy Note LTE,40909,Samsung,0.499984741,0.488280726,0.749885948,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.026508621,0.60676426
Samsung GT-i9250 Galaxy Nexus 32GB / Prime (Samsung Yakju),1/02/2012,2012,2592,113,Samsung GT-i9250 Galaxy Nexus 32GB / Prime (Samsung Yakju),40940,Samsung,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.156020131,0.167639836,0.354508197,0.059429696,0.018216806,0.008179346,0.016163793,0.68525997
Samsung GT-P6201 Galaxy Tab 7.0 Plus N 16GB,1/02/2012,2012,2593,113,Samsung GT-P6201 Galaxy Tab 7.0 Plus N 16GB,40940,Samsung,0.499984741,0.249999232,0.599817517,0.381294964,0.375609756,0.281746032,0.105826558,0.51159618,0.299180328,0.153059513,0.024759461,0.041025202,0.061422414,0.315749621
Samsung GT-S6108 Galaxy Y Pop,1/02/2012,2012,2594,113,Samsung GT-S6108 Galaxy Y Pop,40940,Samsung,0.187475204,0.062079576,0.311686129,0.100719424,0.056910569,0.142857143,0.008130081,0.145975443,0.249180328,0.036374209,0.037716485,0.007451341,0.010517241,0.209237759
Samsung SCH-i579 Galaxy Ace Duos,1/02/2012,2012,2595,113,Samsung SCH-i579 Galaxy Ace Duos,40940,Samsung,0.187475204,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.145702592,0.259836066,0.037858788,0.034637588,0.007130163,0.010775862,0.307168097
Samsung SCH-R920 Galaxy Attain 4G,1/02/2012,2012,2596,113,Samsung SCH-R920 Galaxy Attain 4G,40940,Samsung,0.249977111,0.04764741,0.499771896,0.129496403,0.089430894,0.222222222,0.019873532,0.1473397,0.27704918,0.040820343,0.035920462,0.00822217,0.012931034,0.30338213
Samsung SGH-i717 Galaxy Note LTE,1/02/2012,2012,2597,113,Samsung SGH-i717 Galaxy Note LTE,40940,Samsung,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.026293103,0.60676426
Samsung GT-i9250M Galaxy Nexus (Samsung Yakju),1/03/2012,2012,2633,113,Samsung GT-i9250M Galaxy Nexus (Samsung Yakju),40969,Samsung,0.499984741,0.249999232,0.599817517,0.208633094,0.25203252,0.619047619,0.156020131,0.167639836,0.354508197,0.059429696,0.018216806,0.008179346,0.016163793,0.68525997
Samsung GT-P5100 Galaxy Tab 2 10.1 16GB,1/03/2012,2012,2634,113,Samsung GT-P5100 Galaxy Tab 2 10.1 16GB,40969,Samsung,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.023091725,0.084020298,0.113793103,0.264512872
Samsung GT-P5100 Galaxy Tab 2 10.1 32GB,1/03/2012,2012,2635,113,Samsung GT-P5100 Galaxy Tab 2 10.1 32GB,40969,Samsung,0.499984741,0.499999488,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.023091725,0.084020298,0.113793103,0.264512872
Samsung GT-P7320 Galaxy Tab 8.9 LTE 16GB,1/03/2012,2012,2636,113,Samsung GT-P7320 Galaxy Tab 8.9 LTE 16GB,40969,Samsung,0.499984741,0.250005786,0.599817517,0.517985612,0.479674797,0.380952381,0.182733256,0.612278308,0.445901639,0.273015901,0.01603592,0.057640837,0.085775862,0.316002019
Samsung GT-S5570i Galaxy Mini Plus / Galaxy Pop Plus,1/03/2012,2012,2637,113,Samsung GT-S5570i Galaxy Mini Plus / Galaxy Pop Plus,40969,Samsung,0.187475204,0.008388246,0.415733575,0.100719424,0.056910569,0.142857143,0.008130081,0.147612551,0.251639344,0.037145125,0.038486209,0.007900991,0.01012931,0.209490156
Samsung GT-S6500 Galaxy Mini 2 (Samsung Jena),1/03/2012,2012,2638,113,Samsung GT-S6500 Galaxy Mini 2 (Samsung Jena),40969,Samsung,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.019873532,0.142155525,0.247540984,0.035189319,0.035279025,0.006487806,0.009762931,0.333165068
Samsung SCH-R760 Galaxy S II CDMA,1/03/2012,2012,2639,113,Samsung SCH-R760 Galaxy S II CDMA,40969,Samsung,0.499984741,0.250005786,0.599817517,0.201438849,0.154471545,0.380952381,0.058846303,0.172169168,0.331147541,0.057013397,0.022771007,0.009228529,0.016163793,0.408884402
Samsung SHV-E150S Galaxy Tab 7.7 LTE M16,1/03/2012,2012,2640,113,Samsung SHV-E150S Galaxy Tab 7.7 LTE M16,40969,Samsung,0.499984741,0.250005786,0.749885948,0.431654676,0.479674797,0.380952381,0.182733256,0.518963165,0.344672131,0.17887214,0.011481719,0.034794339,0.061422414,0.384654215
Samsung GT-i9070 Galaxy S Advance 16GB,1/04/2012,2012,2678,113,Samsung GT-i9070 Galaxy S Advance 16GB,41000,Samsung,0.374980926,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.154160982,0.304098361,0.046880102,0.023027582,0.006659101,0.012931034,0.481322564
Samsung GT-P3100 Galaxy Tab 2 7.0 32GB,1/04/2012,2012,2679,113,Samsung GT-P3100 Galaxy Tab 2 7.0 32GB,41000,Samsung,0.499984741,0.499999488,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.510777626,0.300819672,0.153651958,0.02822322,0.043851573,0.061206897,0.315497224
Samsung GT-P3110 Galaxy Tab 2 7.0 WiFi 16GB,1/04/2012,2012,2680,113,Samsung GT-P3110 Galaxy Tab 2 7.0 WiFi 16GB,41000,Samsung,0.499984741,0.499999488,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.510777626,0.300819672,0.153651958,0.02822322,0.043851573,0.061206897,0.315497224
Samsung GT-S5690M Galaxy Rugby,1/04/2012,2012,2681,113,Samsung GT-S5690M Galaxy Rugby,41000,Samsung,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.019873532,0.16207367,0.297131148,0.048157136,0.037524054,0.011048541,0.016271552,0.286976275
Samsung GT-S6500D Galaxy Mini 2 (Samsung Jena),1/04/2012,2012,2682,113,Samsung GT-S6500D Galaxy Mini 2 (Samsung Jena),41000,Samsung,0.187475204,0.060624562,0.399726275,0.115107914,0.089430894,0.222222222,0.019873532,0.142155525,0.247540984,0.035189319,0.037203335,0.006894632,0.010086207,0.333165068
Samsung GT-S7508 Galaxy Ace Plus,1/04/2012,2012,2683,113,Samsung GT-S7508 Galaxy Ace Plus,41000,Samsung,0.187475204,0.062079576,0.399726275,0.136690647,0.089430894,0.222222222,0.019873532,0.152796726,0.269262295,0.041142397,0.032713278,0.007751108,0.011918103,0.286976275
Samsung SGH-i847 Rugby Smart,1/04/2012,2012,2684,113,Samsung SGH-i847 Rugby Smart,41000,Samsung,0.249977111,0.060624562,0.699863138,0.136690647,0.154471545,0.380952381,0.058846303,0.16207367,0.300819672,0.048754948,0.039127646,0.011626662,0.014008621,0.533064109
Samsung GT-i8160 Galaxy Ace 2,1/05/2012,2012,2712,113,Samsung GT-i8160 Galaxy Ace 2,41030,Samsung,0.374980926,0.062079576,0.399726275,0.151079137,0.154471545,0.380952381,0.058846303,0.151978172,0.284016393,0.043164292,0.02822322,0.007108751,0.013362069,0.510853104
Samsung GT-i9070P Galaxy S Advance NFC,1/05/2012,2012,2713,113,Samsung GT-i9070P Galaxy S Advance NFC,41030,Samsung,0.374980926,0.249999232,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.154160982,0.304098361,0.046880102,0.023027582,0.006659101,0.012931034,0.481322564
Samsung GT-i9210T Galaxy S II 4G AU (Samsung Celox),1/05/2012,2012,2714,113,Samsung GT-i9210T Galaxy S II 4G AU (Samsung Celox),41030,Samsung,0.499984741,0.000243117,0.749885948,0.201438849,0.154471545,0.380952381,0.058846303,0.169986357,0.331147541,0.056290564,0.022065427,0.008800291,0.015517241,0.408884402
Samsung GT-i9300 Galaxy S III 16GB / Galaxy S3,1/05/2012,2012,2715,113,Samsung GT-i9300 Galaxy S III 16GB / Galaxy S3,41030,Samsung,0.499984741,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.156020131,0.174897681,0.359016393,0.062791135,0.01603592,0.008307817,0.015732759,0.659767794
Samsung GT-i9300 Galaxy S III 32GB,1/05/2012,2012,2716,113,Samsung GT-i9300 Galaxy S III 32GB,41030,Samsung,0.499984741,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.156020131,0.174897681,0.359016393,0.062791135,0.01603592,0.008307817,0.015732759,0.659767794
Samsung GT-P5110 Galaxy Tab 2 10.1 WiFi 16GB,1/05/2012,2012,2717,113,Samsung GT-P5110 Galaxy Tab 2 10.1 WiFi 16GB,41030,Samsung,0.499984741,0.249999232,0.499771896,0.604316547,0.479674797,0.380952381,0.182733256,0.682673943,0.517622951,0.353367701,0.023091725,0.084020298,0.112284483,0.264512872
Samsung SCH-S720C Galaxy Proclaim,1/05/2012,2012,2718,113,Samsung SCH-S720C Galaxy Proclaim,41030,Samsung,0.249977111,0.033556057,0.499771896,0.129496403,0.089430894,0.222222222,0.019873532,0.145156889,0.267622951,0.038847315,0.035920462,0.007644049,0.011637931,0.30338213
Samsung SGH-i667 Focus 2 (Samsung Mandel),1/05/2012,2012,2719,113,Samsung SGH-i667 Focus 2 (Samsung Mandel),41030,Samsung,0.249977111,0.125838031,0.699863138,0.165467626,0.154471545,0.380952381,0.058846303,0.153342428,0.29795082,0.045688502,0.031302117,0.008500525,0.013362069,0.480060575
Samsung SPH-L700 Galaxy Nexus 4G LTE (Samsung Prime),1/05/2012,2012,2720,113,Samsung SPH-L700 Galaxy Nexus 4G LTE (Samsung Prime),41030,Samsung,0.499984741,0.499999488,0.599817517,0.208633094,0.25203252,0.619047619,0.156020131,0.167639836,0.354508197,0.059429696,0.021616421,0.009228529,0.018103448,0.68525997
Samsung YP-GI1CW / YP-GI1CB / Galaxy Player 4.2 / Galaxy S WiFi 4.2 8GB,1/05/2012,2012,2721,113,Samsung YP-GI1CW / YP-GI1CB / Galaxy Player 4.2 / Galaxy S WiFi 4.2 8GB,41030,Samsung,0.249977111,0.125838031,0.499771896,0.179856115,0.154471545,0.380952381,0.058846303,0.162619372,0.307786885,0.05005211,0.017960231,0.006188039,0.0125,0.45229682
Samsung YP-GI1EW / YP-GI1EB Galaxy Player 4.2 16GB,1/05/2012,2012,2722,113,Samsung YP-GI1EW / YP-GI1EB Galaxy Player 4.2 16GB,41030,Samsung,0.249977111,0.249999232,0.499771896,0.179856115,0.154471545,0.380952381,0.058846303,0.162619372,0.307786885,0.05005211,0.017960231,0.006188039,0.0125,0.45229682
Samsung GT-i9050,1/06/2012,2012,2757,113,Samsung GT-i9050,41061,Samsung,0.499984741,0.249999232,0.499771896,0.179856115,0.154471545,0.380952381,0.058846303,0.16425648,0.308606557,0.050690627,0.028864657,0.009378413,0.014331897,0.446996466
Samsung GT-S5690L Galaxy Xcover Extreme,1/06/2012,2012,2758,113,Samsung GT-S5690L Galaxy Xcover Extreme,41061,Samsung,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.019873532,0.16207367,0.297131148,0.048157136,0.037524054,0.011048541,0.016271552,0.286976275
